timestamp,open,high,low,close,volume,ADX_14,DMP_14,DMN_14,AMATe_LR_8_21_2,AMATe_SR_8_21_2,AROOND_14,AROONU_14,AROONOSC_14,CTI_12,EBSW_40_10,ER_10,ISA_9,ISB_26,ITS_9,IKS_26,ICS_26,LR_14,PSARl_0.02_0.2,PSARs_0.02_0.2,PSARaf_0.02_0.2,PSARr_0.02_0.2,SLOPE_1,SUPERT_7_3.0,SUPERTd_7_3.0,SUPERTl_7_3.0,SUPERTs_7_3.0,TD_SEQ_UPa,TD_SEQ_DNa
2003-05-04 00:00:00+00:00,1.12273,1.12338,1.1216,1.12169,257040.5,,,,0,0,,,,,,,,,,,1.17337,,,,0.02,0,,0.0,1,,,,
2003-05-05 00:00:00+00:00,1.12161,1.13009,1.12014,1.12924,1276005.6,,,,0,0,,,,,,,,,,,1.16444,,,1.13009,0.02,1,0.007549999999999946,,1,,,,
2003-05-06 00:00:00+00:00,1.12921,1.14506,1.12723,1.14234,1281467.0,,,,0,0,,,,,,,,,,,1.18397,,1.12014,,0.02,1,0.01309999999999989,,1,,,,
2003-05-07 00:00:00+00:00,1.14218,1.14323,1.13265,1.13494,1272596.6,,,,0,0,,,,,,,,,,,1.16973,,1.12014,,0.02,0,-0.007399999999999851,,1,,,,
2003-05-08 00:00:00+00:00,1.13507,1.15077,1.13006,1.1482,1266581.3,,,,0,0,,,,,,,,,,,1.16989,,1.1206383999999998,,0.04,0,0.01326000000000005,,1,,,,
2003-05-09 00:00:00+00:00,1.14831,1.15366,1.14346,1.14867,1273338.8,,,,0,0,,,,,,,,,,,1.17094,,1.1218436639999998,,0.06,0,0.00046999999999997044,,1,,,,
2003-05-11 00:00:00+00:00,1.1487,1.15645,1.14867,1.15605,251031.4,,,,0,0,,,,,,,,,,,1.16773,,1.1237526441599999,,0.08,0,0.007379999999999942,,1,,,,
2003-05-12 00:00:00+00:00,1.15632,1.16229,1.15225,1.15559,1268230.9,,,,0,0,,,,,,,,,,,1.17571,,1.1263684326271999,,0.1,0,-0.000460000000000127,1.1199457142857143,1,1.1199457142857143,,,
2003-05-13 00:00:00+00:00,1.15544,1.15591,1.1462,1.15277,1268298.8,,,,0,0,,,,,,,,,1.1412149999999999,,1.17693,,1.12996058936448,,0.1,0,-0.0028199999999998226,1.1199457142857143,1,1.1199457142857143,,,
2003-05-14 00:00:00+00:00,1.15265,1.15352,1.14661,1.1477,1277767.1,,,,0,0,,,,,,,,,1.1412149999999999,,1.18651,,1.133193530428032,,0.1,0,-0.00507000000000013,1.1199457142857143,1,1.1199457142857143,,,
2003-05-15 00:00:00+00:00,1.14767,1.1487,1.13702,1.13838,1277082.6,,,,0,0,,,,,,0.2497381415531938,,,1.14476,,1.18759,,1.1361031773852288,,0.1,0,-0.009319999999999995,1.1199457142857143,1,1.1199457142857143,,,
2003-05-16 00:00:00+00:00,1.13825,1.15936,1.13675,1.15936,1269253.6,,,,0,0,,,,0.7111092237698636,,0.3752803388985797,,,1.146175,,1.18178,,,1.16229,0.02,1,0.02098,1.1199457142857143,1,1.1199457142857143,,,
2003-05-18 00:00:00+00:00,1.15938,1.16841,1.1583,1.16576,257162.0,,,,0,0,,,,0.6995380995501677,,0.31837955410549273,,,1.149235,,1.17831,,1.13675,,0.02,1,0.006399999999999961,1.1256589854992394,1,1.1256589854992394,,,
2003-05-19 00:00:00+00:00,1.16546,1.17353,1.16205,1.1641,1273931.4,,0.0655699999999999,0.015639999999999876,0,0,,,,0.6732526628368406,,0.42996166322618484,,,1.1551399999999998,,1.16817,1.1612609890109884,1.13675,,0.04,0,-0.0016599999999999948,1.1305591304279194,1,1.1305591304279194,,,
2003-05-20 00:00:00+00:00,1.16404,1.17364,1.15998,1.17321,1278140.2,,0.06088642857142849,0.016592857142857045,0,0,7.142857142857143,100.0,92.85714285714286,0.7311517115560254,,0.3928066593372064,,,1.155195,,1.17041,1.164306373626374,1.1382211999999998,,0.06,0,0.009110000000000174,1.1305591304279194,1,1.1305591304279194,,,
2003-05-21 00:00:00+00:00,1.17312,1.17437,1.16226,1.16404,1269465.6,,0.057267397959183494,0.0154076530612244,0,0,0.0,100.0,100.0,0.6656868670135696,,0.21238082078208964,,,1.15556,,1.16021,1.16483989010989,1.140346328,,0.08,0,-0.009170000000000122,1.1307537488858184,1,1.1307537488858184,,,
2003-05-22 00:00:00+00:00,1.16424,1.17266,1.16181,1.16908,1276182.1,,0.05317686953352753,0.014757106413994147,0,0,0.0,92.85714285714286,92.85714285714286,0.6938494154419133,,0.1860631158075086,,,1.15556,,1.1585,1.1671236483516483,1.14306822176,,0.08,0,0.005039999999999933,1.1307537488858184,1,1.1307537488858184,,,
2003-05-23 00:00:00+00:00,1.16892,1.18411,1.16635,1.18378,1274671.9,,0.0608285217097041,0.013703027384423137,0,0,7.142857142857143,100.0,92.85714285714286,0.7519197898757323,,0.3345199952533531,,,1.1604299999999999,,1.1549,1.1713077582417584,1.1455723640192,,0.1,0,0.014700000000000157,1.1360368359161115,1,1.1360368359161115,,,
2003-05-25 00:00:00+00:00,1.18387,1.18402,1.18144,1.18177,258763.1,,0.05648362730186809,0.012724239714107199,0,0,0.0,92.85714285714286,92.85714285714286,0.8382655273981429,,0.34747184279894233,,,1.1604299999999999,,1.14959,1.175308835164836,1.14942612761728,,0.1,0,-0.0020100000000000673,1.1480301450709527,1,1.1480301450709527,,,
2003-05-26 00:00:00+00:00,1.18158,1.18744,1.17955,1.18567,1276787.1,,0.05586908249459177,0.011815365448813828,0,0,42.85714285714286,100.0,57.142857142857146,0.8990810117356236,,0.46141694008992423,,,1.1620949999999999,,1.15365,1.1794414065934058,1.1528945148555518,,0.12000000000000001,0,0.0039000000000000146,1.1503708386322453,1,1.1503708386322453,,,
2003-05-27 00:00:00+00:00,1.18548,1.19286,1.1807,1.18102,1268165.4,,0.057298433744978054,0.010971410773898554,0,0,35.714285714285715,100.0,64.28571428571429,0.9015458231648221,,0.5493429528472011,,,1.17558,,1.1423,1.1824276043956043,1.1570399730728855,,0.14,0,-0.004650000000000043,1.1531764331133532,1,1.1531764331133532,,,
2003-05-28 00:00:00+00:00,1.18107,1.18439,1.17037,1.17516,1277431.5,,0.05320568847747962,0.020517738575763115,0,0,28.571428571428573,92.85714285714286,64.28571428571429,0.8213713024632447,,0.2527999999999988,,,1.17642,,1.14291,1.1834201538461542,1.1620547768426817,,0.14,0,-0.005859999999999976,1.1531764331133532,1,1.1531764331133532,,,
2003-05-29 00:00:00+00:00,1.17522,1.19144,1.16909,1.18922,1282574.8,,0.056455282157659645,0.019052185820351463,1,0,21.42857142857143,85.71428571428572,64.28571428571429,0.8429217388944966,,0.33437856328392085,,,1.17642,,1.14234,1.1868434065934064,1.1663675080847062,,0.14,0,0.014059999999999961,1.1531764331133532,1,1.1531764331133532,,,
2003-05-30 00:00:00+00:00,1.18908,1.18963,1.17419,1.17815,1265655.6,,0.052422762003541096,0.017691315404612072,1,0,14.285714285714286,78.57142857142857,64.28571428571429,0.7348489369213989,,0.17657408571069566,,,1.177335,,1.15196,1.1862980219780226,1.16909,,0.14,0,-0.011069999999999913,1.1531764331133532,1,1.1531764331133532,,,
